id,RarityScore,PunkType,FullType,AttributeCount,Hair,Eyes,FacialHair,NeckAccessory,MouthProp,Mouth,Blemishes,Ears,Nose,ETHPrice,USDPrice,TimeInDays,TimesSold,LastUSDPrice,LastETHPrice,TimePurchase,LastPercentChange,DaysBetweenPurchases
207,102.86,Male,Male-Light,3,Peak Spike,Eye Patch,None,Eye Patch,Pipe,None,None,None,None,,,,,,,,,
208,88.88,Male,Male-Mid,3,Shaved Head,3D Glasses,None,3D Glasses,None,None,None,Earring,None,,,,,,,,,
209,60.24,Female,Female-Dark,2,Stringy Hair,None,None,None,None,Hot Lipstick,None,None,None,,,,,,,,,
210,95.36,Female,Female-Mid,2,Straight Hair Dark,None,None,None,None,None,None,Earring,None,,,,,,,,,
211,76.42,Male,Male-Dark,2,Mohawk Thin,None,Goat,None,None,None,None,None,None,"[104.8, 21.5]","[254330.0, 52180.0]","[91.311, 182.622]",2.0,254330.00,104.80,91.31,387.39962821716716,91.311
212,62.8,Female,Female-Dark,2,Crazy Hair,None,None,None,None,Hot Lipstick,None,None,None,,,,,,,,,
213,76.43,Female,Female-Mid,1,Crazy Hair,None,None,None,None,None,None,None,None,,,,,,,,,
214,80.99,Male,Male-Dark,2,Mohawk,None,Front Beard Dark,None,None,None,None,None,None,,,,,,,,,
215,74.95,Female,Female-Mid,1,Mohawk,None,None,None,None,None,None,None,None,,,,,,,,,
216,68.98,Male,Male-Mid,1,Bandana,None,None,None,None,None,None,None,None,,,,,,,,,
217,80.35,Male,Male-Mid,3,Mohawk Dark,None,Chinstrap,None,None,None,None,Earring,None,,,,,,,,,
218,121.02,Male,Male-Light,4,Cap,Regular Shades,Handlebars,Regular Shades,None,None,Mole,None,None,,,,,,,,,
219,153.9,Female,Female-Dark,4,Bandana,Clown Eyes Blue,None,Clown Eyes Blue,None,None,Rosy Cheeks,Earring,None,,,,,,,,,
220,73.08,Male,Male-Albino,2,Headband,Big Shades,None,Big Shades,None,None,None,None,None,,,,,,,,,
221,105.26,Male,Male-Dark,4,Stringy Hair,Classic Shades,Muttonchops,Classic Shades,Cigarette,None,None,None,None,,,,,,,,,
222,107.95,Male,Male-Light,3,Do-rag,Small Shades,None,Small Shades,Pipe,None,None,None,None,,,,,,,,,
223,92.17,Male,Male-Light,3,Crazy Hair,Nerd Glasses,Normal Beard,Nerd Glasses,None,None,None,None,None,,,,,,,,,
224,76.7,Male,Male-Light,4,Headband,Nerd Glasses,None,Nerd Glasses,Cigarette,None,None,Earring,None,,,,,,,,,
225,187.29,Female,Female-Mid,3,Orange Side,None,None,None,None,Hot Lipstick,None,Earring,None,,,,,,,,,
226,105.95,Female,Female-Mid,1,None,None,None,None,None,Hot Lipstick,None,None,None,,,,,,,,,
227,125.8,Female,Female-Mid,1,Wild White Hair,None,None,None,None,None,None,None,None,,,,,,,,,
228,77.88,Male,Male-Mid,2,Peak Spike,Small Shades,None,Small Shades,None,None,None,None,None,,,,,,,,,
229,51.89,Male,Male-Light,2,Messy Hair,None,None,None,Cigarette,None,None,None,None,"[124.95, 120.0]","[303230.0, 291220.0]","[91.311, 91.311]",2.0,303230.00,124.95,91.31,4.123672399998626,0.0
230,78.68,Male,Male-Dark,2,Knitted Cap,None,Luxurious Beard,None,None,None,None,None,None,,,,,,,,,
231,79.14,Female,Female-Mid,3,Stringy Hair,None,None,None,Pipe,None,None,Earring,None,,,,,,,,,
232,83.04,Female,Female-Dark,2,Wild Hair,Blue Eye Shadow,None,Blue Eye Shadow,None,None,None,None,None,,,,,,,,,
233,74.16,Female,Female-Albino,2,Bandana,None,None,None,None,Hot Lipstick,None,None,None,,,,,,,,,
234,59.76,Male,Male-Light,2,Knitted Cap,Nerd Glasses,None,Nerd Glasses,None,None,None,None,None,"[69.0, 24.99]","[167450.0, 60650.0]","[152.185, 182.622]",2.0,167450.00,69.00,152.19,176.08778091045488,30.437000000000012
235,52.78,Male,Male-Light,2,Frumpy Hair,None,None,None,Cigarette,None,None,None,None,,,,,,,,,
236,120.45,Male,Male-Light,2,Vampire Hair,None,Muttonchops,None,None,None,None,None,None,,,,,,,,,
237,60.49,Male,Male-Dark,2,Mohawk,Regular Shades,None,Regular Shades,None,None,None,None,None,,,,,,,,,
238,116.25,Female,Female-Mid,2,Straight Hair Dark,Clown Eyes Green,None,Clown Eyes Green,None,None,None,None,None,,,,,,,,,
239,112.81,Male,Male-Dark,3,Mohawk,None,Goat,None,None,Frown,None,None,None,"[23.95, 21.9, 21.0, 19.49]","[58120.0, 53150.0, 50960.0, 47300.0]","[152.185, 152.185, 273.933, 273.933]",4.0,58120.00,23.95,152.19,9.348836334217607,0.0
240,110.64,Female,Female-Mid,2,Straight Hair Blonde,Big Shades,None,Big Shades,None,None,None,None,None,"[44.0, 39.0, 50.0, 7.0, 4.0, 2.0]","[106780.0, 94650.0, 121340.0, 16990.0, 9710.0, 4850.0]","[152.185, 182.622, 273.933, 365.25, 365.25, 730.5]",6.0,106780.00,44.00,152.19,12.814444644007988,30.437000000000012
241,121.93,Female,Female-Light,1,Wild Blonde,None,None,None,None,None,None,None,None,[5.0],[12130.0],[730.5],1.0,12130.00,5.00,730.50,NA,NA
242,62.08,Female,Female-Dark,2,Stringy Hair,None,None,None,None,Black Lipstick,None,None,None,,,,,,,,,
243,121.48,Male,Male-Light,4,Police Cap,None,Front Beard,None,Cigarette,None,None,Earring,None,,,,,,,,,
244,77.41,Female,Female-Light,3,Wild Hair,Regular Shades,None,Regular Shades,None,Purple Lipstick,None,None,None,,,,,,,,,
245,116.53,Female,Female-Dark,1,Dark Hair,None,None,None,None,None,None,None,None,,,,,,,,,
246,88.68,Male,Male-Albino,3,Bandana,None,Luxurious Beard,None,None,None,None,Earring,None,,,,,,,,,
247,83.28,Female,Female-Dark,2,Mohawk Dark,Green Eye Shadow,None,Green Eye Shadow,None,None,None,None,None,,,,,,,,,
248,82.98,Female,Female-Dark,2,Messy Hair,Purple Eye Shadow,None,Purple Eye Shadow,None,None,None,None,None,,,,,,,,,
249,199.55,Female,Female-Light,1,Orange Side,None,None,None,None,None,None,None,None,[0.95],[2310.0],[1461.0],1.0,2310.00,0.95,1461.00,NA,NA
250,73.46,Female,Female-Mid,3,Frumpy Hair,Clown Eyes Green,None,Clown Eyes Green,None,None,None,Earring,None,,,,,,,,,
251,82.93,Female,Female-Light,2,Mohawk Dark,Green Eye Shadow,None,Green Eye Shadow,None,None,None,None,None,,,,,,,,,
252,86.11,Male,Male-Albino,2,Cap Forward,None,None,None,None,None,Mole,None,None,"[70.0, 42.0, 25.0]","[169880.0, 101930.0, 60670.0]","[30.437, 152.185, 182.622]",3.0,169880.00,70.00,30.44,66.66176138760534,121.748
253,126.77,Female,Female-Dark,2,Blonde Short,Clown Eyes Green,None,Clown Eyes Green,None,None,None,None,None,,,,,,,,,
254,101.94,Male,Male-Light,1,Fedora,None,None,None,None,None,None,None,None,,,,,,,,,
255,87.47,Male,Male-Light,2,Shaved Head,None,Mustache,None,None,None,None,None,None,,,,,,,,,
256,136.83,Male,Male-Dark,4,Fedora,Eye Patch,None,Eye Patch,Vape,None,None,Earring,None,,,,,,,,,
257,86.42,Male,Male-Light,2,Cap,None,None,None,None,Frown,None,None,None,"[74.0, 69.99, 45.0, 38.0, 27.0, 24.5]","[179580.0, 169850.0, 109210.0, 92220.0, 65519.99999999999, 59460.0]","[152.185, 152.185, 152.185, 152.185, 304.37, 304.37]",6.0,179580.00,74.00,152.19,5.727961566314005,0.0
258,96.82,Male,Male-Mid,2,Cap Forward,None,Handlebars,None,None,None,None,None,None,"[34.0, 23.99, 19.0]","[82510.0, 58220.0, 46110.0]","[152.185, 152.185, 182.622]",3.0,82510.00,34.00,152.19,41.71862386424143,0.0
259,94.07,Male,Male-Light,3,Cap Forward,Eye Mask,None,Eye Mask,None,None,None,Earring,None,"[143.0, 143.0, 85.5, 24.75, 18.5]","[347030.0, 347030.0, 207490.0, 60060.0, 44900.0]","[91.311, 91.311, 152.185, 273.933, 304.37]",5.0,347030.00,143.00,91.31,-0.00028815869475637624,0.0
260,114.41,Male,Male-Dark,2,Purple Hair,3D Glasses,None,3D Glasses,None,None,None,None,None,"[175.0, 60.0, 32.5, 32.43, 60.0]","[424690.0, 145610.0, 78870.0, 78700.0, 145610.0]","[152.185, 213.059, 213.059, 243.496, 243.496]",5.0,424690.00,175.00,152.19,191.6606575052709,60.873999999999995
261,114.01,Female,Female-Dark,2,Wild White Hair,None,None,None,None,Black Lipstick,None,None,None,,,,,,,,,
262,119.56,Female,Female-Dark,2,Blonde Short,Regular Shades,None,Regular Shades,None,None,None,None,None,,,,,,,,,
263,85.51,Male,Male-Albino,2,Messy Hair,None,Muttonchops,None,None,None,None,None,None,[107.0],[259670.00000000003],[152.185],1.0,259670.00,107.00,152.19,NA,NA
264,116.61,Female,Female-Albino,2,Wild White Hair,None,None,None,None,None,None,Earring,None,[8.7],[21110.0],[365.244],1.0,21110.00,8.70,365.24,NA,NA
265,121.04,Male,Male-Dark,3,Cap Forward,None,None,None,None,None,None,Earring,None,,,,,,,,,
266,80.78,Male,Male-Dark,3,Do-rag,Small Shades,None,Small Shades,None,None,None,Earring,None,,,,,,,,,
267,121.3,Male,Male-Dark,2,Fedora,None,None,None,None,None,None,None,Clown Nose,,,,,,,,,
268,76.35,Female,Female-Light,1,Knitted Cap,None,None,None,None,None,None,None,None,,,,,,,,,
269,124.31,Male,Male-Dark,4,Hoodie,Small Shades,Luxurious Beard,Small Shades,None,None,None,Earring,None,,,,,,,,,
270,116.57,Female,Female-Mid,2,Red Mohawk,Clown Eyes Blue,None,Clown Eyes Blue,None,None,None,None,None,,,,,,,,,
271,69.79,Male,Male-Mid,1,Stringy Hair,None,None,None,None,None,None,None,None,,,,,,,,,
272,169.57,Male,Male-Mid,2,Messy Hair,None,None,None,None,Buck Teeth,None,None,None,,,,,,,,,
273,76.47,Male,Male-Light,2,Cap Forward,Big Shades,None,Big Shades,None,None,None,None,None,"[265.0, 26.5, 20.0, 3.0, 2.0]","[643100.0, 64310.0, 48540.0, 7280.0, 4850.0]","[91.311, 304.37, 304.37, 365.25, 730.5]",5.0,643100.00,265.00,91.31,899.9844505605573,213.059
274,109.34,Male,Male-Light,4,Cap,Regular Shades,Handlebars,Regular Shades,None,None,None,Earring,None,,,,,,,,,
275,95.61,Female,Female-Mid,3,Stringy Hair,Purple Eye Shadow,None,Purple Eye Shadow,None,Purple Lipstick,None,None,None,,,,,,,,,
276,76.64,Female,Female-Light,1,Crazy Hair,None,None,None,None,None,None,None,None,,,,,,,,,
277,120.51,Female,Female-Light,1,Red Mohawk,None,None,None,None,None,None,None,None,,,,,,,,,
278,122.78,Female,Female-Albino,2,Straight Hair Dark,None,None,None,None,Black Lipstick,None,None,None,,,,,,,,,
279,142.88,Female,Female-Mid,3,Straight Hair Blonde,Blue Eye Shadow,None,Blue Eye Shadow,None,Purple Lipstick,None,None,None,,,,,,,,,
280,102.92,Male,Male-Albino,1,None,None,None,None,None,None,None,Earring,None,"[0.25, 1.2]","[606.7, 2910.0]","[1461.0, 1461.0]",2.0,606.70,0.25,1461.00,-79.15836482308485,0.0
281,1308.8,Male,Male-Light,0,None,None,None,None,None,None,None,None,None,[1.1],[2670.0],[1461.0],1.0,2670.00,1.10,1461.00,NA,NA
282,125.28,Female,Female-Albino,2,Straight Hair Dark,Classic Shades,None,Classic Shades,None,None,None,None,None,,,,,,,,,
283,60.92,Female,Female-Light,2,Frumpy Hair,None,None,None,None,Hot Lipstick,None,None,None,"[0.21, 27.49]","[509.6, 66710.0]","[304.37, 304.37]",2.0,509.60,0.21,304.37,-99.23610798818785,0.0
284,82.2,Male,Male-Albino,1,Mohawk Thin,None,None,None,None,None,None,None,None,,,,,,,,,
285,102.89,Female,Female-Light,2,Dark Hair,None,None,None,None,Purple Lipstick,None,None,None,"[31.99, 29.99]","[77630.0, 72780.0]","[304.37, 334.807]",2.0,77630.00,31.99,304.37,6.662453112762947,30.437000000000012
286,87.04,Male,Male-Albino,2,Wild Hair,None,Goat,None,None,None,None,None,None,"[55.5, 49.99]","[134690.0, 121320.0]","[152.185, 152.185]",2.0,134690.00,55.50,152.19,11.019526710132624,0.0
287,107.25,Female,Female-Albino,3,Mohawk,Purple Eye Shadow,None,Purple Eye Shadow,Cigarette,None,None,None,None,"[22.5, 22.0, 29.5, 24.99]","[54600.0, 53390.0, 71590.0, 60650.0]","[304.37, 304.37, 334.807, 334.807]",4.0,54600.00,22.50,304.37,2.264426588750913,0.0
288,92.86,Male,Male-Albino,1,Shaved Head,None,None,None,None,None,None,None,None,,,,,,,,,
289,66.87,Female,Female-Mid,2,Mohawk Thin,Eye Patch,None,Eye Patch,None,None,None,None,None,,,,,,,,,
290,121.72,Female,Female-Mid,1,Wild Blonde,None,None,None,None,None,None,None,None,,,,,,,,,
291,46.39,Male,Male-Mid,2,Mohawk Thin,None,None,None,None,None,None,Earring,None,"[29.0, 21.0]","[70380.0, 50960.0]","[152.185, 304.37]",2.0,70380.00,29.00,152.19,38.105610172484845,152.185
292,96.31,Female,Female-Light,2,Tassle Hat,None,None,None,None,Black Lipstick,None,None,None,,,,,,,,,
293,80.75,Male,Male-Light,2,Mohawk Dark,None,Handlebars,None,None,None,None,None,None,,,,,,,,,
294,78.3,Male,Male-Dark,3,Hoodie,Big Shades,None,Big Shades,None,None,None,Earring,None,"[12.0, 6.25, 4.9, 2.0]","[29120.0, 15170.0, 11890.0, 4850.0]","[365.244, 365.25, 365.25, 730.5]",4.0,29120.00,12.00,365.24,91.9451585261354,0.005999999999971806
295,91.28,Male,Male-Mid,2,Shaved Head,None,None,None,None,Frown,None,None,None,,,,,,,,,
296,70.87,Male,Male-Mid,1,Mohawk Thin,None,None,None,None,None,None,None,None,,,,,,,,,
297,76.59,Male,Male-Mid,2,Crazy Hair,None,Muttonchops,None,None,None,None,None,None,,,,,,,,,
298,120.51,Female,Female-Light,1,Half Shaved,None,None,None,None,None,None,None,None,,,,,,,,,
299,86.19,Male,Male-Dark,2,Do-rag,None,Muttonchops,None,None,None,None,None,None,[12.77],[30990.0],[243.496],1.0,30990.00,12.77,243.50,NA,NA
300,77.95,Male,Male-Light,2,Headband,None,Goat,None,None,None,None,None,None,[69.69],[169120.0],[21.0],1.0,169120.00,69.69,21.00,NA,NA
301,155.16,Female,Female-Albino,3,Red Mohawk,Green Eye Shadow,None,Green Eye Shadow,None,Hot Lipstick,None,None,None,,,,,,,,,
302,94.23,Female,Female-Mid,3,Bandana,Blue Eye Shadow,None,Blue Eye Shadow,None,Purple Lipstick,None,None,None,,,,,,,,,
303,107.57,Female,Female-Dark,2,Red Mohawk,None,None,None,None,Purple Lipstick,None,None,None,,,,,,,,,
304,71.45,Male,Male-Mid,2,Peak Spike,None,Shadow Beard,None,None,None,None,None,None,,,,,,,,,
305,149.28,Female,Female-Albino,3,Blonde Bob,VR,None,VR,None,Purple Lipstick,None,None,None,,,,,,,,,
306,83.19,Female,Female-Light,2,Wild Hair,None,None,None,Vape,None,None,None,None,,,,,,,,,
307,77.52,Male,Male-Mid,2,Frumpy Hair,None,Chinstrap,None,None,None,None,None,None,[46.5],[112850.0],[152.185],1.0,112850.00,46.50,152.19,NA,NA
308,72.69,Male,Male-Light,3,Messy Hair,Horned Rim Glasses,None,Horned Rim Glasses,None,None,Mole,None,None,"[73.5, 23.9]","[178370.0, 58000.0]","[30.437, 152.185]",2.0,178370.00,73.50,30.44,207.52918053137014,121.748
309,70.45,Male,Male-Mid,2,Shaved Head,Big Shades,None,Big Shades,None,None,None,None,None,,,,,,,,,
310,102.08,Male,Male-Dark,4,Bandana,Classic Shades,None,Classic Shades,Vape,None,None,Earring,None,,,,,,,,,
311,78.67,Male,Male-Light,2,Frumpy Hair,None,Front Beard,None,None,None,None,None,None,,,,,,,,,
312,94.25,Male,Male-Light,2,Cap Forward,None,Chinstrap,None,None,None,None,None,None,"[148.0, 77.7]","[359170.0, 188560.0]","[91.311, 152.185]",2.0,359170.00,148.00,91.31,90.4794734860337,60.873999999999995
313,62.5,Female,Female-Light,2,Mohawk Dark,None,None,None,None,Purple Lipstick,None,None,None,,,,,,,,,
314,113.15,Male,Male-Albino,2,Police Cap,Eye Mask,None,Eye Mask,None,None,None,None,None,,,,,,,,,
315,122.06,Female,Female-Mid,3,Wild White Hair,None,None,None,Cigarette,Black Lipstick,None,None,None,,,,,,,,,
316,73.63,Female,Female-Dark,1,Bandana,None,None,None,None,None,None,None,None,,,,,,,,,
317,112.07,Male,Male-Mid,3,Bandana,None,Chinstrap,None,None,Frown,None,None,None,,,,,,,,,
318,82.77,Female,Female-Albino,3,Bandana,None,None,None,Cigarette,Hot Lipstick,None,None,None,"[27.5, 26.5]","[66740.0, 64310.0]","[273.933, 304.37]",2.0,66740.00,27.50,273.93,3.776958840633795,30.437000000000012
319,95.57,Female,Female-Light,2,Straight Hair Dark,None,None,None,None,None,None,Earring,None,,,,,,,,,
320,70.21,Male,Male-Dark,1,Stringy Hair,None,None,None,None,None,None,None,None,,,,,,,,,
321,81.19,Male,Male-Mid,1,Peak Spike,None,None,None,None,None,None,None,None,,,,,,,,,
322,168.22,Female,Female-Mid,3,Pink With Hat,Clown Eyes Green,None,Clown Eyes Green,None,Black Lipstick,None,None,None,"[16.0, 12.0]","[38830.0, 29120.0]","[365.25, 365.25]",2.0,38830.00,16.00,365.25,33.34020122935339,0.0
323,71.92,Male,Male-Dark,1,Mohawk Dark,None,None,None,None,None,None,None,None,,,,,,,,,
324,123.55,Female,Female-Albino,3,Blonde Bob,None,None,None,None,Hot Lipstick,None,Earring,None,,,,,,,,,
325,127.15,Male,Male-Dark,3,Police Cap,Small Shades,Mustache,Small Shades,None,None,None,None,None,,,,,,,,,
326,114.32,Female,Female-Dark,3,Wild White Hair,None,None,None,None,Hot Lipstick,None,Earring,None,,,,,,,,,
327,83.68,Male,Male-Albino,1,Crazy Hair,None,None,None,None,None,None,None,None,,,,,,,,,
328,57.89,Male,Male-Light,2,Bandana,Horned Rim Glasses,None,Horned Rim Glasses,None,None,None,None,None,"[52.0, 42.0, 21.88]","[126190.0, 101930.0, 53100.0]","[152.185, 152.185, 304.37]",3.0,126190.00,52.00,152.19,23.79943294974051,0.0
329,64.99,Female,Female-Mid,2,Bandana,Eye Patch,None,Eye Patch,None,None,None,None,None,"[24.9, 22.95, 24.99]","[60430.0, 55700.0, 60650.0]","[304.37, 334.807, 334.807]",3.0,60430.00,24.90,304.37,8.489973250031417,30.437000000000012
330,68.47,Male,Male-Mid,2,Knitted Cap,Clown Eyes Green,None,Clown Eyes Green,None,None,None,None,None,,,,,,,,,
331,112.6,Female,Female-Albino,3,Tassle Hat,None,None,None,None,Purple Lipstick,None,Earring,None,,,,,,,,,
332,59.13,Male,Male-Dark,2,Stringy Hair,Horned Rim Glasses,None,Horned Rim Glasses,None,None,None,None,None,"[15.25, 21.49]","[37010.0, 52150.0]","[243.496, 243.496]",2.0,37010.00,15.25,243.50,-29.033000325976495,0.0
333,143.67,Female,Female-Light,3,Straight Hair Blonde,Purple Eye Shadow,None,Purple Eye Shadow,None,Purple Lipstick,None,None,None,,,,,,,,,
334,110.71,Male,Male-Dark,2,Wild Hair,None,Big Beard,None,None,None,None,None,None,,,,,,,,,
335,115.76,Male,Male-Mid,1,Clown Hair Green,None,None,None,None,None,None,None,None,"[88.0, 33.0, 40.0]","[213560.0, 80080.0, 97070.0]","[30.437, 334.807, 334.807]",3.0,213560.00,88.00,30.44,166.6799865136549,304.37
336,154.98,Male,Male-Mid,3,Top Hat,Nerd Glasses,Normal Beard,Nerd Glasses,None,None,None,None,None,,,,,,,,,
337,70.82,Male,Male-Mid,1,Frumpy Hair,None,None,None,None,None,None,None,None,,,,,,,,,
338,66.61,Male,Male-Light,2,Messy Hair,Small Shades,None,Small Shades,None,None,None,None,None,[26.99],[65500.0],[243.496],1.0,65500.00,26.99,243.50,NA,NA
339,174.45,Female,Female-Albino,5,Cap,Big Shades,None,Big Shades,None,Black Lipstick,Mole,Earring,None,"[239.0, 155.0, 74.5, 79.99, 50.0]","[580010.0, 376150.0, 180800.0, 194120.0, 121340.0]","[121.748, 152.185, 182.622, 273.933, 334.807]",5.0,580010.00,239.00,121.75,54.19605424417322,30.436999999999998
340,169.65,Male,Male-Mid,4,Headband,3D Glasses,Muttonchops,3D Glasses,Medical Mask,None,None,None,None,"[140.0, 200.0, 51.0, 50.0]","[339750.0, 485360.0, 123770.0, 121340.0]","[23.0, 121.748, 273.933, 334.807]",4.0,339750.00,140.00,23.00,-30.000556286969903,98.748
341,49.75,Female,Female-Light,2,Messy Hair,None,None,None,None,None,None,Earring,None,"[125.0, 24.99]","[303350.0, 60650.0]","[121.748, 334.807]",2.0,303350.00,125.00,121.75,400.1566338559957,213.05900000000003
342,62.49,Female,Female-Light,2,Bandana,Regular Shades,None,Regular Shades,None,None,None,None,None,"[147.69, 119.9, 20.5]","[358410.0, 290970.0, 49750.0]","[121.748, 121.748, 243.496]",3.0,358410.00,147.69,121.75,23.177223847050048,0.0
343,87.69,Male,Male-Light,2,Police Cap,None,Shadow Beard,None,None,None,None,None,None,,,,,,,,,
344,275.88,Male,Male-Dark,1,Beanie,None,None,None,None,None,None,None,None,[15.0],[36400.0],[365.25],1.0,36400.00,15.00,365.25,NA,NA
345,83.97,Female,Female-Mid,2,Tassle Hat,None,None,None,None,None,None,Earring,None,,,,,,,,,
346,108.8,Male,Male-Mid,1,Purple Hair,None,None,None,None,None,None,None,None,[0.47],[1140.0],[1461.0],1.0,1140.00,0.47,1461.00,NA,NA
347,60.98,Male,Male-Mid,2,Knitted Cap,Horned Rim Glasses,None,Horned Rim Glasses,None,None,None,None,None,,,,,,,,,
348,138.38,Female,Female-Light,3,Messy Hair,Nerd Glasses,None,Nerd Glasses,None,None,Rosy Cheeks,None,None,,,,,,,,,
349,83.77,Male,Male-Dark,3,Mohawk Dark,None,Front Beard Dark,None,None,None,None,Earring,None,"[57.69, 51.89, 0.7]","[140000.0, 125930.0, 1690.0]","[30.437, 30.437, 213.059]",3.0,140000.00,57.69,30.44,11.17199101095044,0.0
350,73.87,Female,Female-Mid,1,Stringy Hair,None,None,None,None,None,None,None,None,,,,,,,,,
351,127.77,Male,Male-Light,3,Purple Hair,None,Goat,None,None,None,Mole,None,None,,,,,,,,,
352,125.63,Female,Female-Mid,2,Straight Hair,Green Eye Shadow,None,Green Eye Shadow,None,None,None,None,None,"[27.99, 26.79]","[67930.0, 65010.00000000001]","[152.185, 334.807]",2.0,67930.00,27.99,152.19,4.490009383027476,182.622
353,80.41,Female,Female-Light,2,Bandana,Green Eye Shadow,None,Green Eye Shadow,None,None,None,None,None,"[100.0, 15.99, 15.0, 15.0, 16.5, 16.0]","[242680.0, 38800.0, 36400.0, 36400.0, 40040.0, 38830.0]","[121.748, 213.059, 213.059, 273.933, 273.933, 273.933]",6.0,242680.00,100.00,121.75,525.4477977371718,91.31099999999999
354,90.77,Male,Male-Albino,2,Police Cap,None,None,None,Cigarette,None,None,None,None,,,,,,,,,
355,225.46,Female,Female-Albino,4,Wild White Hair,Green Eye Shadow,None,Green Eye Shadow,None,Black Lipstick,None,None,None,"[0.75, 0.6]","[1820.0, 1460.0]","[1095.75, 1461.0]",2.0,1820.00,0.75,1095.75,24.57221081451061,365.25
356,69.78,Male,Male-Light,1,Stringy Hair,None,None,None,None,None,None,None,None,,,,,,,,,
357,84.54,Female,Female-Dark,2,Tassle Hat,None,None,None,None,None,None,Earring,None,,,,,,,,,
358,100.38,Male,Male-Light,3,Mohawk,Small Shades,Luxurious Beard,Small Shades,None,None,None,None,None,,,,,,,,,
359,75.11,Female,Female-Albino,2,Messy Hair,None,None,None,None,Hot Lipstick,None,None,None,,,,,,,,,
360,74.82,Male,Male-Mid,2,Bandana,None,Normal Beard Black,None,None,None,None,None,None,,,,,,,,,
361,71.5,Male,Male-Mid,1,Mohawk Dark,None,None,None,None,None,None,None,None,,,,,,,,,
362,102.44,Male,Male-Mid,3,Peak Spike,Eye Mask,Shadow Beard,Eye Mask,None,None,None,None,None,,,,,,,,,
363,134.55,Male,Male-Albino,3,Cowboy Hat,Nerd Glasses,Shadow Beard,Nerd Glasses,None,None,None,None,None,,,,,,,,,
364,103.98,Male,Male-Albino,2,Hoodie,None,Normal Beard Black,None,None,None,None,None,None,[360.0],[873650.0],[60.874],1.0,873650.00,360.00,60.87,NA,NA
365,87.0,Male,Male-Light,2,Do-rag,None,Normal Beard,None,None,None,None,None,None,"[39.89, 17.99, 16.66]","[96810.0, 43660.0, 40430.0]","[152.185, 243.496, 243.496]",3.0,96810.00,39.89,152.19,121.7310643365933,91.311
